gi|50118966|ref|YP_048133.1|	gi|188532166|ref|YP_001905963.1|
gi|50121567|ref|YP_050734.1|	gi|261821271|ref|YP_003259377.1|
gi|50121568|ref|YP_050735.1|	gi|261821270|ref|YP_003259376.1|
gi|50121569|ref|YP_050736.1|	gi|261821269|ref|YP_003259375.1|
gi|50121570|ref|YP_050737.1|	gi|261821268|ref|YP_003259374.1|
gi|50121571|ref|YP_050738.1|	gi|261821267|ref|YP_003259373.1|
gi|50121572|ref|YP_050739.1|	gi|261821266|ref|YP_003259372.1|
gi|50121573|ref|YP_050740.1|	gi|261821265|ref|YP_003259371.1|
gi|50121574|ref|YP_050741.1|	gi|261821264|ref|YP_003259370.1|
gi|161501873|ref|YP_050742.2|	gi|261821263|ref|YP_003259369.1|
gi|50121576|ref|YP_050743.1|	gi|261821262|ref|YP_003259368.1|
gi|50121577|ref|YP_050744.1|	gi|261821261|ref|YP_003259367.1|
gi|50121578|ref|YP_050745.1|	gi|261822904|ref|YP_003261010.1|
gi|50121579|ref|YP_050746.1|	gi|261822902|ref|YP_003261008.1|
gi|50121580|ref|YP_050747.1|	gi|261821258|ref|YP_003259364.1|
gi|50121581|ref|YP_050748.1|	gi|261821257|ref|YP_003259363.1|
gi|50121582|ref|YP_050749.1|	gi|261819800|ref|YP_003257906.1|
gi|50121583|ref|YP_050750.1|	gi|261821256|ref|YP_003259362.1|
gi|50121584|ref|YP_050751.1|	gi|261821255|ref|YP_003259361.1|
gi|50121585|ref|YP_050752.1|	gi|261821254|ref|YP_003259360.1|
gi|50121586|ref|YP_050753.1|	gi|261821253|ref|YP_003259359.1|
gi|50121587|ref|YP_050754.1|	gi|261821252|ref|YP_003259358.1|
gi|50121588|ref|YP_050755.1|	gi|261821251|ref|YP_003259357.1|
gi|50121589|ref|YP_050756.1|	gi|261821250|ref|YP_003259356.1|
gi|50121590|ref|YP_050757.1|	gi|261821249|ref|YP_003259355.1|
gi|50121591|ref|YP_050758.1|	gi|261821248|ref|YP_003259354.1|
gi|50121592|ref|YP_050759.1|	gi|261821247|ref|YP_003259353.1|
gi|50121593|ref|YP_050760.1|	gi|261821246|ref|YP_003259352.1|
gi|50121594|ref|YP_050761.1|	gi|261821245|ref|YP_003259351.1|
gi|50121595|ref|YP_050762.1|	gi|261821244|ref|YP_003259350.1|
gi|50121596|ref|YP_050763.1|	gi|261821243|ref|YP_003259349.1|
gi|50121597|ref|YP_050764.1|	gi|261821242|ref|YP_003259348.1|
gi|50121598|ref|YP_050765.1|	gi|261821241|ref|YP_003259347.1|
gi|50121599|ref|YP_050766.1|	gi|261821240|ref|YP_003259346.1|
gi|50121600|ref|YP_050767.1|	gi|261821239|ref|YP_003259345.1|
gi|50121601|ref|YP_050768.1|	gi|261821238|ref|YP_003259344.1|
gi|50121602|ref|YP_050769.1|	gi|261821237|ref|YP_003259343.1|
gi|50121603|ref|YP_050770.1|	gi|261821236|ref|YP_003259342.1|
gi|50121604|ref|YP_050771.1|	gi|261821235|ref|YP_003259341.1|
gi|50121605|ref|YP_050772.1|	gi|261821234|ref|YP_003259340.1|
gi|50121606|ref|YP_050773.1|	gi|261821233|ref|YP_003259339.1|
gi|50121607|ref|YP_050774.1|	gi|261821232|ref|YP_003259338.1|
gi|50121608|ref|YP_050775.1|	gi|261821231|ref|YP_003259337.1|
gi|50121609|ref|YP_050776.1|	gi|261821230|ref|YP_003259336.1|
gi|50121610|ref|YP_050777.1|	gi|261821229|ref|YP_003259335.1|
gi|50121611|ref|YP_050778.1|	gi|261821794|ref|YP_003259900.1|
gi|50121612|ref|YP_050779.1|	gi|261821795|ref|YP_003259901.1|
gi|50121613|ref|YP_050780.1|	gi|261821228|ref|YP_003259334.1|
gi|50121614|ref|YP_050781.1|	gi|261821227|ref|YP_003259333.1|
gi|50121615|ref|YP_050782.1|	gi|261821226|ref|YP_003259332.1|
gi|50121616|ref|YP_050783.1|	gi|261820075|ref|YP_003258181.1|
gi|50121617|ref|YP_050784.1|	gi|261819758|ref|YP_003257864.1|
gi|50121618|ref|YP_050785.1|	gi|261822969|ref|YP_003261075.1|
gi|50121618|ref|YP_050785.1|	gi|261822969|ref|YP_003261075.1|
gi|50121619|ref|YP_050786.1|	gi|261822063|ref|YP_003260169.1|
gi|50121620|ref|YP_050787.1|	gi|261823434|ref|YP_003261540.1|
gi|50121621|ref|YP_050788.1|	gi|261820718|ref|YP_003258824.1|
gi|50121622|ref|YP_050789.1|	gi|261821919|ref|YP_003260025.1|
gi|50121623|ref|YP_050790.1|	gi|261820814|ref|YP_003258920.1|
gi|50121624|ref|YP_050791.1|	gi|261823369|ref|YP_003261475.1|
gi|50121625|ref|YP_050792.1|	gi|261821577|ref|YP_003259683.1|
gi|50121626|ref|YP_050793.1|	gi|261822973|ref|YP_003261079.1|
gi|50121627|ref|YP_050794.1|	gi|261822735|ref|YP_003260841.1|
gi|50121628|ref|YP_050795.1|	gi|261821638|ref|YP_003259744.1|
gi|50121629|ref|YP_050796.1|	gi|261821259|ref|YP_003259365.1|
gi|50121630|ref|YP_050797.1|	gi|261823441|ref|YP_003261547.1|
gi|50121631|ref|YP_050798.1|	gi|261820078|ref|YP_003258184.1|
gi|50121632|ref|YP_050799.1|	gi|261821225|ref|YP_003259331.1|
gi|50121633|ref|YP_050800.1|	gi|261821224|ref|YP_003259330.1|
gi|50121634|ref|YP_050801.1|	gi|261821223|ref|YP_003259329.1|
gi|50121635|ref|YP_050802.1|	gi|261821222|ref|YP_003259328.1|
gi|50121636|ref|YP_050803.1|	gi|261821221|ref|YP_003259327.1|
gi|50121637|ref|YP_050804.1|	gi|261821220|ref|YP_003259326.1|
gi|50121638|ref|YP_050805.1|	gi|261821219|ref|YP_003259325.1|
gi|50121639|ref|YP_050806.1|	gi|261821218|ref|YP_003259324.1|
gi|50121640|ref|YP_050807.1|	gi|261821217|ref|YP_003259323.1|
gi|50121641|ref|YP_050808.1|	gi|261821216|ref|YP_003259322.1|
gi|50121642|ref|YP_050809.1|	gi|261821215|ref|YP_003259321.1|
gi|50121643|ref|YP_050810.1|	gi|261821214|ref|YP_003259320.1|
gi|50121644|ref|YP_050811.1|	gi|261821213|ref|YP_003259319.1|
gi|50121645|ref|YP_050812.1|	gi|261821212|ref|YP_003259318.1|
gi|50121646|ref|YP_050813.1|	gi|261821211|ref|YP_003259317.1|
gi|50121647|ref|YP_050814.1|	gi|261821210|ref|YP_003259316.1|
gi|50121648|ref|YP_050815.1|	gi|261821209|ref|YP_003259315.1|
gi|50121649|ref|YP_050816.1|	gi|261822845|ref|YP_003260951.1|
gi|50121650|ref|YP_050817.1|	gi|261821208|ref|YP_003259314.1|
gi|50121651|ref|YP_050818.1|	gi|261821207|ref|YP_003259313.1|
gi|50121652|ref|YP_050819.1|	gi|261821206|ref|YP_003259312.1|
gi|50121653|ref|YP_050820.1|	gi|261821205|ref|YP_003259311.1|
gi|50121654|ref|YP_050821.1|	gi|261821203|ref|YP_003259309.1|
gi|50121655|ref|YP_050822.1|	gi|261821202|ref|YP_003259308.1|
gi|50121656|ref|YP_050823.1|	gi|261821201|ref|YP_003259307.1|
gi|50121657|ref|YP_050824.1|	gi|261821200|ref|YP_003259306.1|
gi|50121658|ref|YP_050825.1|	gi|261821199|ref|YP_003259305.1|
gi|50121659|ref|YP_050826.1|	gi|261821198|ref|YP_003259304.1|
gi|50121660|ref|YP_050827.1|	gi|261821197|ref|YP_003259303.1|
gi|50121661|ref|YP_050828.1|	gi|261821196|ref|YP_003259302.1|
gi|50121662|ref|YP_050829.1|	gi|261821195|ref|YP_003259301.1|
gi|50121663|ref|YP_050830.1|	gi|261821194|ref|YP_003259300.1|
gi|50121664|ref|YP_050831.1|	gi|261821193|ref|YP_003259299.1|
gi|50121665|ref|YP_050832.1|	gi|261821192|ref|YP_003259298.1|
gi|50121666|ref|YP_050833.1|	gi|261821191|ref|YP_003259297.1|
gi|50121667|ref|YP_050834.1|	gi|261821190|ref|YP_003259296.1|
gi|50121668|ref|YP_050835.1|	gi|261821189|ref|YP_003259295.1|
gi|50121669|ref|YP_050836.1|	gi|261821188|ref|YP_003259294.1|
gi|50121670|ref|YP_050837.1|	gi|261821187|ref|YP_003259293.1|
gi|50121671|ref|YP_050838.1|	gi|261821186|ref|YP_003259292.1|
gi|50121672|ref|YP_050839.1|	gi|261821185|ref|YP_003259291.1|
gi|50121673|ref|YP_050840.1|	gi|261821184|ref|YP_003259290.1|
gi|50121674|ref|YP_050841.1|	gi|261821183|ref|YP_003259289.1|
gi|50121675|ref|YP_050842.1|	gi|261821726|ref|YP_003259832.1|
gi|50121676|ref|YP_050843.1|	gi|261820958|ref|YP_003259064.1|
gi|50121677|ref|YP_050844.1|	gi|261821005|ref|YP_003259111.1|
gi|50121678|ref|YP_050845.1|	gi|261822491|ref|YP_003260597.1|
gi|50121679|ref|YP_050846.1|	gi|261823412|ref|YP_003261518.1|
gi|50121680|ref|YP_050847.1|	gi|261821221|ref|YP_003259327.1|
gi|50121681|ref|YP_050848.1|	gi|261820263|ref|YP_003258369.1|
gi|50121682|ref|YP_050849.1|	gi|261820262|ref|YP_003258368.1|
gi|50121683|ref|YP_050850.1|	gi|261820703|ref|YP_003258809.1|
gi|50121684|ref|YP_050851.1|	gi|261822122|ref|YP_003260228.1|
gi|50121685|ref|YP_050852.1|	gi|261822123|ref|YP_003260229.1|
gi|50121686|ref|YP_050853.1|	gi|261822124|ref|YP_003260230.1|
gi|50121687|ref|YP_050854.1|	gi|261822125|ref|YP_003260231.1|
gi|50121688|ref|YP_050855.1|	gi|261822126|ref|YP_003260232.1|
gi|50121689|ref|YP_050856.1|	gi|261822127|ref|YP_003260233.1|
gi|50121690|ref|YP_050857.1|	gi|261822128|ref|YP_003260234.1|
gi|50121691|ref|YP_050858.1|	gi|261822129|ref|YP_003260235.1|
gi|50121692|ref|YP_050859.1|	gi|261822130|ref|YP_003260236.1|
gi|50121693|ref|YP_050860.1|	gi|261822131|ref|YP_003260237.1|
gi|50121694|ref|YP_050861.1|	gi|261822132|ref|YP_003260238.1|
gi|50121695|ref|YP_050862.1|	gi|261822133|ref|YP_003260239.1|
gi|50121696|ref|YP_050863.1|	gi|261822134|ref|YP_003260240.1|
gi|50121697|ref|YP_050864.1|	gi|261822148|ref|YP_003260254.1|
gi|50121698|ref|YP_050865.1|	gi|261822149|ref|YP_003260255.1|
gi|50121699|ref|YP_050866.1|	gi|261822150|ref|YP_003260256.1|
gi|50121700|ref|YP_050867.1|	gi|261822151|ref|YP_003260257.1|
gi|50121701|ref|YP_050868.1|	gi|261822152|ref|YP_003260258.1|
gi|50121702|ref|YP_050869.1|	gi|261822153|ref|YP_003260259.1|
gi|50121703|ref|YP_050870.1|	gi|261822154|ref|YP_003260260.1|
gi|50121704|ref|YP_050871.1|	gi|261822155|ref|YP_003260261.1|
gi|50121705|ref|YP_050872.1|	gi|261822156|ref|YP_003260262.1|
gi|50121706|ref|YP_050873.1|	gi|261822157|ref|YP_003260263.1|
gi|50121707|ref|YP_050874.1|	gi|261822158|ref|YP_003260264.1|
gi|50121708|ref|YP_050875.1|	gi|261822159|ref|YP_003260265.1|
gi|50121709|ref|YP_050876.1|	gi|261822160|ref|YP_003260266.1|
gi|50121710|ref|YP_050877.1|	gi|261822161|ref|YP_003260267.1|
gi|50121711|ref|YP_050878.1|	gi|261822162|ref|YP_003260268.1|
gi|50121712|ref|YP_050879.1|	gi|261822163|ref|YP_003260269.1|
gi|50121713|ref|YP_050880.1|	gi|261822165|ref|YP_003260271.1|
gi|50121714|ref|YP_050881.1|	gi|261822166|ref|YP_003260272.1|
gi|50121715|ref|YP_050882.1|	gi|261822172|ref|YP_003260278.1|
gi|50121716|ref|YP_050883.1|	gi|261822173|ref|YP_003260279.1|
gi|50121717|ref|YP_050884.1|	gi|261820353|ref|YP_003258459.1|
gi|50121718|ref|YP_050885.1|	gi|261822174|ref|YP_003260280.1|
gi|50121719|ref|YP_050886.1|	gi|261822175|ref|YP_003260281.1|
gi|50121720|ref|YP_050887.1|	gi|261822176|ref|YP_003260282.1|
gi|50121721|ref|YP_050888.1|	gi|261822177|ref|YP_003260283.1|
gi|50121722|ref|YP_050889.1|	gi|261822178|ref|YP_003260284.1|
gi|50121723|ref|YP_050890.1|	gi|261822179|ref|YP_003260285.1|
gi|50121724|ref|YP_050891.1|	gi|261822180|ref|YP_003260286.1|
gi|50121725|ref|YP_050892.1|	gi|261822181|ref|YP_003260287.1|
gi|50121726|ref|YP_050893.1|	gi|261822182|ref|YP_003260288.1|
gi|50121727|ref|YP_050894.1|	gi|261821598|ref|YP_003259704.1|
gi|50121728|ref|YP_050895.1|	gi|261820215|ref|YP_003258321.1|
gi|50121729|ref|YP_050896.1|	gi|261822185|ref|YP_003260291.1|
gi|50121730|ref|YP_050897.1|	gi|261822187|ref|YP_003260293.1|
gi|50121731|ref|YP_050898.1|	gi|261822188|ref|YP_003260294.1|
gi|50121732|ref|YP_050899.1|	gi|261822189|ref|YP_003260295.1|
gi|50121733|ref|YP_050900.1|	gi|261822190|ref|YP_003260296.1|
gi|50121734|ref|YP_050901.1|	gi|261822191|ref|YP_003260297.1|
gi|50121735|ref|YP_050902.1|	gi|261820517|ref|YP_003258623.1|
gi|50121736|ref|YP_050903.1|	gi|261822197|ref|YP_003260303.1|
gi|50121737|ref|YP_050904.1|	gi|261822198|ref|YP_003260304.1|
gi|50121738|ref|YP_050905.1|	gi|261822199|ref|YP_003260305.1|
gi|50121739|ref|YP_050906.1|	gi|261822200|ref|YP_003260306.1|
gi|50121740|ref|YP_050907.1|	gi|261822201|ref|YP_003260307.1|
gi|50121741|ref|YP_050908.1|	gi|261822202|ref|YP_003260308.1|
gi|50121742|ref|YP_050909.1|	gi|261822203|ref|YP_003260309.1|
gi|50121743|ref|YP_050910.1|	gi|261822205|ref|YP_003260311.1|
gi|50121744|ref|YP_050911.1|	gi|261822206|ref|YP_003260312.1|
gi|50121745|ref|YP_050912.1|	gi|261822972|ref|YP_003261078.1|
gi|50121746|ref|YP_050913.1|	gi|261822208|ref|YP_003260314.1|
gi|50121747|ref|YP_050914.1|	gi|261822209|ref|YP_003260315.1|
gi|50121748|ref|YP_050915.1|	gi|261822210|ref|YP_003260316.1|
gi|50121749|ref|YP_050916.1|	gi|261822211|ref|YP_003260317.1|
gi|50121750|ref|YP_050917.1|	gi|261822212|ref|YP_003260318.1|
gi|50121751|ref|YP_050918.1|	gi|261822213|ref|YP_003260319.1|
gi|50121752|ref|YP_050919.1|	gi|261822214|ref|YP_003260320.1|
gi|50121753|ref|YP_050920.1|	gi|261822215|ref|YP_003260321.1|
gi|50121754|ref|YP_050921.1|	gi|261822217|ref|YP_003260323.1|
gi|50121755|ref|YP_050922.1|	gi|261822218|ref|YP_003260324.1|
gi|50121756|ref|YP_050923.1|	gi|261822219|ref|YP_003260325.1|
gi|50121757|ref|YP_050924.1|	gi|261822220|ref|YP_003260326.1|
gi|50121758|ref|YP_050925.1|	gi|261822221|ref|YP_003260327.1|
gi|50121759|ref|YP_050926.1|	gi|261822222|ref|YP_003260328.1|
gi|50121760|ref|YP_050927.1|	gi|261822223|ref|YP_003260329.1|
gi|50121761|ref|YP_050928.1|	gi|261822224|ref|YP_003260330.1|
gi|50121762|ref|YP_050929.1|	gi|261822225|ref|YP_003260331.1|
gi|50121763|ref|YP_050930.1|	gi|261820610|ref|YP_003258716.1|
gi|50121764|ref|YP_050931.1|	gi|261822226|ref|YP_003260332.1|
gi|50121765|ref|YP_050932.1|	gi|261823749|ref|YP_003261855.1|
gi|50121766|ref|YP_050933.1|	gi|261823413|ref|YP_003261519.1|
gi|50121767|ref|YP_050934.1|	gi|261819413|ref|YP_003257519.1|
gi|50121768|ref|YP_050935.1|	gi|261822227|ref|YP_003260333.1|
gi|50121769|ref|YP_050936.1|	gi|261822228|ref|YP_003260334.1|
gi|50121770|ref|YP_050937.1|	gi|261822229|ref|YP_003260335.1|
gi|50121771|ref|YP_050938.1|	gi|261821128|ref|YP_003259234.1|
gi|50121772|ref|YP_050939.1|	gi|261822864|ref|YP_003260970.1|
gi|50121773|ref|YP_050940.1|	gi|261821334|ref|YP_003259440.1|
gi|50121774|ref|YP_050941.1|	gi|261821678|ref|YP_003259784.1|
gi|50121775|ref|YP_050942.1|	gi|261822453|ref|YP_003260559.1|
gi|50121776|ref|YP_050943.1|	gi|261820681|ref|YP_003258787.1|
gi|50121777|ref|YP_050944.1|	gi|261820682|ref|YP_003258788.1|
gi|50121778|ref|YP_050945.1|	gi|261820683|ref|YP_003258789.1|
gi|50121779|ref|YP_050946.1|	gi|261820684|ref|YP_003258790.1|
gi|50121780|ref|YP_050947.1|	gi|261819864|ref|YP_003257970.1|
gi|50121781|ref|YP_050948.1|	gi|261822364|ref|YP_003260470.1|
gi|50121782|ref|YP_050949.1|	gi|261819742|ref|YP_003257848.1|
gi|50121783|ref|YP_050950.1|	gi|261821322|ref|YP_003259428.1|
gi|50121784|ref|YP_050951.1|	gi|261820689|ref|YP_003258795.1|
gi|50121785|ref|YP_050952.1|	gi|261820872|ref|YP_003258978.1|
gi|50121786|ref|YP_050953.1|	gi|261823262|ref|YP_003261368.1|
gi|50121787|ref|YP_050954.1|	gi|261820691|ref|YP_003258797.1|
gi|50121788|ref|YP_050955.1|	gi|261820693|ref|YP_003258799.1|
gi|50121789|ref|YP_050956.1|	gi|261820692|ref|YP_003258798.1|
gi|50121790|ref|YP_050957.1|	gi|261821953|ref|YP_003260059.1|
gi|50121791|ref|YP_050958.1|	gi|261819973|ref|YP_003258079.1|
gi|50121792|ref|YP_050959.1|	gi|261819974|ref|YP_003258080.1|
gi|50121793|ref|YP_050960.1|	gi|261819975|ref|YP_003258081.1|
gi|50121794|ref|YP_050961.1|	gi|261821269|ref|YP_003259375.1|
gi|50121795|ref|YP_050962.1|	gi|261819683|ref|YP_003257789.1|
gi|50121796|ref|YP_050963.1|	gi|261821178|ref|YP_003259284.1|
gi|50121796|ref|YP_050963.1|	gi|261821178|ref|YP_003259284.1|
gi|50121797|ref|YP_050964.1|	gi|261823134|ref|YP_003261240.1|
gi|50121798|ref|YP_050965.1|	gi|261820668|ref|YP_003258774.1|
gi|50121799|ref|YP_050966.1|	gi|261821329|ref|YP_003259435.1|
gi|50121800|ref|YP_050967.1|	gi|261820943|ref|YP_003259049.1|
gi|50121801|ref|YP_050968.1|	gi|261820971|ref|YP_003259077.1|
gi|50121802|ref|YP_050969.1|	gi|261822543|ref|YP_003260649.1|
gi|50121803|ref|YP_050970.1|	gi|261820960|ref|YP_003259066.1|
gi|50121804|ref|YP_050971.1|	gi|261820887|ref|YP_003258993.1|
gi|50121805|ref|YP_050972.1|	gi|261820886|ref|YP_003258992.1|
gi|50121806|ref|YP_050973.1|	gi|261820885|ref|YP_003258991.1|
gi|50121807|ref|YP_050974.1|	gi|261820884|ref|YP_003258990.1|
gi|50121808|ref|YP_050975.1|	gi|261820883|ref|YP_003258989.1|
gi|50121809|ref|YP_050976.1|	gi|261820882|ref|YP_003258988.1|
gi|50121810|ref|YP_050977.1|	gi|261820881|ref|YP_003258987.1|
gi|50121811|ref|YP_050978.1|	gi|261821189|ref|YP_003259295.1|
gi|50121812|ref|YP_050979.1|	gi|261820880|ref|YP_003258986.1|
gi|50121813|ref|YP_050980.1|	gi|261821053|ref|YP_003259159.1|
gi|50121814|ref|YP_050981.1|	gi|261822555|ref|YP_003260661.1|
gi|50121815|ref|YP_050982.1|	gi|261822915|ref|YP_003261021.1|
gi|50121816|ref|YP_050983.1|	gi|261821014|ref|YP_003259120.1|
gi|50121816|ref|YP_050983.1|	gi|261821014|ref|YP_003259120.1|
gi|50121817|ref|YP_050984.1|	gi|261822095|ref|YP_003260201.1|
gi|50121818|ref|YP_050985.1|	gi|261821038|ref|YP_003259144.1|
gi|50121819|ref|YP_050986.1|	gi|261821037|ref|YP_003259143.1|
gi|50121820|ref|YP_050987.1|	gi|261819626|ref|YP_003257732.1|
gi|50121821|ref|YP_050988.1|	gi|261820587|ref|YP_003258693.1|
gi|50121822|ref|YP_050989.1|	gi|261821035|ref|YP_003259141.1|
gi|50121823|ref|YP_050990.1|	gi|261821743|ref|YP_003259849.1|
gi|50121824|ref|YP_050991.1|	gi|261822261|ref|YP_003260367.1|
gi|50121825|ref|YP_050992.1|	gi|261819793|ref|YP_003257899.1|
gi|50121826|ref|YP_050993.1|	gi|261823406|ref|YP_003261512.1|
gi|50121827|ref|YP_050994.1|	gi|261821978|ref|YP_003260084.1|
gi|50121828|ref|YP_050995.1|	gi|261821033|ref|YP_003259139.1|
gi|50121829|ref|YP_050996.1|	gi|261821032|ref|YP_003259138.1|
gi|50121830|ref|YP_050997.1|	gi|261820983|ref|YP_003259089.1|
gi|50121831|ref|YP_050998.1|	gi|261821029|ref|YP_003259135.1|
gi|50121832|ref|YP_050999.1|	gi|261821028|ref|YP_003259134.1|
gi|50121833|ref|YP_051000.1|	gi|261823536|ref|YP_003261642.1|
gi|50121834|ref|YP_051001.1|	gi|261821027|ref|YP_003259133.1|
gi|50121835|ref|YP_051002.1|	gi|261823599|ref|YP_003261705.1|
gi|50121836|ref|YP_051003.1|	gi|261822872|ref|YP_003260978.1|
gi|50121837|ref|YP_051004.1|	gi|261821023|ref|YP_003259129.1|
gi|50121838|ref|YP_051005.1|	gi|261821022|ref|YP_003259128.1|
gi|50121839|ref|YP_051006.1|	gi|261821021|ref|YP_003259127.1|
gi|50121840|ref|YP_051007.1|	gi|261821020|ref|YP_003259126.1|
gi|50121841|ref|YP_051008.1|	gi|261821019|ref|YP_003259125.1|
gi|50121842|ref|YP_051009.1|	gi|261821018|ref|YP_003259124.1|
gi|50121843|ref|YP_051010.1|	gi|261821017|ref|YP_003259123.1|
gi|50121844|ref|YP_051011.1|	gi|261820456|ref|YP_003258562.1|
gi|50121845|ref|YP_051012.1|	gi|261821016|ref|YP_003259122.1|
gi|50121846|ref|YP_051013.1|	gi|261820666|ref|YP_003258772.1|
gi|50121847|ref|YP_051014.1|	gi|261821882|ref|YP_003259988.1|
gi|50121848|ref|YP_051015.1|	gi|261821606|ref|YP_003259712.1|
gi|50121849|ref|YP_051016.1|	gi|261821473|ref|YP_003259579.1|
gi|50121850|ref|YP_051017.1|	gi|261823495|ref|YP_003261601.1|
gi|50121851|ref|YP_051018.1|	gi|261821192|ref|YP_003259298.1|
gi|50121852|ref|YP_051019.1|	gi|261822060|ref|YP_003260166.1|
gi|50121853|ref|YP_051020.1|	gi|261820856|ref|YP_003258962.1|
gi|50121854|ref|YP_051021.1|	gi|261820855|ref|YP_003258961.1|
gi|50121855|ref|YP_051022.1|	gi|261820854|ref|YP_003258960.1|
gi|50121856|ref|YP_051023.1|	gi|261820853|ref|YP_003258959.1|
gi|50121857|ref|YP_051024.1|	gi|261820852|ref|YP_003258958.1|
gi|50121858|ref|YP_051025.1|	gi|261822449|ref|YP_003260555.1|
gi|50121859|ref|YP_051026.1|	gi|261823437|ref|YP_003261543.1|
gi|50121860|ref|YP_051027.1|	gi|261823276|ref|YP_003261382.1|
gi|50121861|ref|YP_051028.1|	gi|261822202|ref|YP_003260308.1|
gi|50121862|ref|YP_051029.1|	gi|261823698|ref|YP_003261804.1|
gi|50121863|ref|YP_051030.1|	gi|261820526|ref|YP_003258632.1|
gi|50121863|ref|YP_051030.1|	gi|261820526|ref|YP_003258632.1|
gi|50121864|ref|YP_051031.1|	gi|261822367|ref|YP_003260473.1|
gi|50121865|ref|YP_051032.1|	gi|261823065|ref|YP_003261171.1|
gi|50121865|ref|YP_051032.1|	gi|261823065|ref|YP_003261171.1|
gi|50121866|ref|YP_051033.1|	gi|261821068|ref|YP_003259174.1|
gi|50121867|ref|YP_051034.1|	gi|261820836|ref|YP_003258942.1|
gi|50121868|ref|YP_051035.1|	gi|261823031|ref|YP_003261137.1|
gi|50121869|ref|YP_051036.1|	gi|261820559|ref|YP_003258665.1|
gi|50121870|ref|YP_051037.1|	gi|261820560|ref|YP_003258666.1|
gi|50121871|ref|YP_051038.1|	gi|261822667|ref|YP_003260773.1|
gi|50121872|ref|YP_051039.1|	gi|261822696|ref|YP_003260802.1|
gi|50121873|ref|YP_051040.1|	gi|261822148|ref|YP_003260254.1|
gi|50121874|ref|YP_051041.1|	gi|261822483|ref|YP_003260589.1|
gi|50121875|ref|YP_051042.1|	gi|261822985|ref|YP_003261091.1|
gi|50121876|ref|YP_051043.1|	gi|261822944|ref|YP_003261050.1|
gi|50121877|ref|YP_051044.1|	gi|261823697|ref|YP_003261803.1|
gi|50121878|ref|YP_051045.1|	gi|261821956|ref|YP_003260062.1|
gi|50121879|ref|YP_051046.1|	gi|261821881|ref|YP_003259987.1|
gi|50121880|ref|YP_051047.1|	gi|261821506|ref|YP_003259612.1|
gi|50121881|ref|YP_051048.1|	gi|261820252|ref|YP_003258358.1|
gi|50121882|ref|YP_051049.1|	gi|261820851|ref|YP_003258957.1|
gi|50121883|ref|YP_051050.1|	gi|261820948|ref|YP_003259054.1|
gi|50121884|ref|YP_051051.1|	gi|261819421|ref|YP_003257527.1|
gi|50121885|ref|YP_051052.1|	gi|261822219|ref|YP_003260325.1|
gi|50121886|ref|YP_051053.1|	gi|261822220|ref|YP_003260326.1|
gi|50121887|ref|YP_051054.1|	gi|261823591|ref|YP_003261697.1|
gi|50121888|ref|YP_051055.1|	gi|261823283|ref|YP_003261389.1|
gi|50121889|ref|YP_051056.1|	gi|261820850|ref|YP_003258956.1|
gi|50121890|ref|YP_051057.1|	gi|261822707|ref|YP_003260813.1|
gi|50121891|ref|YP_051058.1|	gi|261823402|ref|YP_003261508.1|
gi|50121892|ref|YP_051059.1|	gi|261822131|ref|YP_003260237.1|
gi|50121893|ref|YP_051060.1|	gi|261822131|ref|YP_003260237.1|
gi|50121894|ref|YP_051061.1|	gi|261822751|ref|YP_003260857.1|
gi|50121895|ref|YP_051062.1|	gi|261820705|ref|YP_003258811.1|
gi|50121896|ref|YP_051063.1|	gi|261821641|ref|YP_003259747.1|
gi|50121897|ref|YP_051064.1|	gi|261819683|ref|YP_003257789.1|
gi|50121898|ref|YP_051065.1|	gi|261823006|ref|YP_003261112.1|
gi|50121899|ref|YP_051066.1|	gi|261820885|ref|YP_003258991.1|
gi|50121900|ref|YP_051067.1|	gi|261822616|ref|YP_003260722.1|
gi|50121901|ref|YP_051068.1|	gi|261822693|ref|YP_003260799.1|
gi|50121902|ref|YP_051069.1|	gi|261821600|ref|YP_003259706.1|
gi|50121903|ref|YP_051070.1|	gi|261822769|ref|YP_003260875.1|
gi|50121904|ref|YP_051071.1|	gi|261821870|ref|YP_003259976.1|
gi|50121905|ref|YP_051072.1|	gi|261823021|ref|YP_003261127.1|
gi|50121906|ref|YP_051073.1|	gi|261822953|ref|YP_003261059.1|
gi|50121907|ref|YP_051074.1|	gi|261820621|ref|YP_003258727.1|
gi|50121908|ref|YP_051075.1|	gi|261820848|ref|YP_003258954.1|
gi|50121909|ref|YP_051076.1|	gi|261820847|ref|YP_003258953.1|
gi|50121910|ref|YP_051077.1|	gi|261820846|ref|YP_003258952.1|
gi|50121911|ref|YP_051078.1|	gi|261820845|ref|YP_003258951.1|
gi|50121911|ref|YP_051078.1|	gi|261820845|ref|YP_003258951.1|
gi|50121912|ref|YP_051079.1|	gi|261820844|ref|YP_003258950.1|
gi|50121913|ref|YP_051080.1|	gi|261820843|ref|YP_003258949.1|
gi|50121914|ref|YP_051081.1|	gi|261820842|ref|YP_003258948.1|
gi|50121915|ref|YP_051082.1|	gi|261820841|ref|YP_003258947.1|
gi|50121915|ref|YP_051082.1|	gi|261820841|ref|YP_003258947.1|
gi|50121916|ref|YP_051083.1|	gi|261820840|ref|YP_003258946.1|
